stock,time,price,shares
MSFT,09:30:00.35,37.365,100
KCE,09:30:00.35,50.36,439
KCE,09:30:00.35,50.36,500
LGCY,09:30:00.35,28.12,1063
LGCY,09:30:00.35,28.12,1063
KVHI,09:30:00.35,12.97,176
KVHI,09:30:00.35,12.97,176
LARK,09:30:00.35,19.68,15
LARK,09:30:00.35,19.68,15
AGIO,09:30:00.35,23.78,462
AGIO,09:30:00.35,23.78,462
DFT,09:30:00.35,24.66,200
HRC,09:30:00.35,40.99,25
FII,09:30:00.35,28.67,100
FII,09:30:00.35,28.67,100
ETP,09:30:00.35,56.9,18543
FFKT,09:30:00.35,21.57,217
FFKT,09:30:00.35,21.57,217
ESPR,09:30:00.35,13.81,1109
ESPR,09:30:00.35,13.81,1109
FOSL,09:30:00.35,116.625,100
FRED,09:30:00.35,18.36,3107
FRED,09:30:00.35,18.36,3107
FLOW,09:30:00.35,4.04,200
FLIR,09:30:00.35,29.92,5178
KO,09:30:00.35,41.12,668
KO,09:30:00.35,41.12,32
KGC,09:30:00.35,4.46,800
KGC,09:30:00.35,4.46,800
JCI,09:30:00.35,50.25,200
FLIR,09:30:00.35,29.92,5178
FSLR,09:30:00.35,54.27,58
FB,09:30:00.35,54.83,100
FB,09:30:00.35,54.83,100
FB,09:30:00.35,54.83,100
FB,09:30:00.35,54.83,200
FB,09:30:00.35,54.83,200
EXEL,09:30:00.35,6.15,25920
EXEL,09:30:00.35,6.15,25920
PERI,09:30:00.35,12.59,100
PENN,09:30:00.35,14.29,10079
PFMT,09:30:00.35,10.28,444
PFMT,09:30:00.35,10.28,444
PKT,09:30:00.35,13.44,94
BRO,09:30:00.35,31.23,100
CLI,09:30:00.35,21.11,400
CLI,09:30:00.35,21.11,400
BRO,09:30:00.35,31.228,200
C,09:30:00.35,52.02,100
GOL,09:30:00.35,4.37,100
UCBA,09:30:00.35,10.95,600
MDR,09:30:00.35,9.05,100
MDR,09:30:00.35,9.04,100
MDR,09:30:00.35,9.04,100
LNC,09:30:00.35,51.41,100
LMCA,09:30:00.35,146,9052
LMCA,09:30:00.35,146,9052
MBVT,09:30:00.35,32.93,1800
MBVT,09:30:00.35,32.93,1800
VTHR,09:30:00.35,85.54,38
VTHR,09:30:00.35,85.54,38
VNQI,09:30:00.35,54.21,5331
VNQI,09:30:00.35,54.21,5331
VOD,09:30:00.35,39.01,1426
VOD,09:30:00.35,39.01,1000
VOD,09:30:00.35,39.01,100
URBN,09:30:00.35,38.25,100
VOD,09:30:00.35,39.01,100
VOD,09:30:00.35,39.01,100
SPAN,09:30:00.35,20.67,108
SPAN,09:30:00.35,20.67,108
SPNC,09:30:00.35,25.01,3827
SPNC,09:30:00.35,25.01,3827
SPAR,09:30:00.35,6.69,631
SSYS,09:30:00.35,134.86,90
SSYS,09:30:00.35,134.99,100
SSYS,09:30:00.35,135.03,500
SRCL,09:30:00.35,115.28,11525
SRCL,09:30:00.35,115.28,11525
TFSL,09:30:00.35,12.08,46
TFSL,09:30:00.35,12.08,46
STB,09:30:00.35,6.18,200
TBBK,09:30:00.35,17.87,458
TBBK,09:30:00.35,17.87,458
MU,09:30:00.35,21.69,100
MU,09:30:00.35,21.69,100
MU,09:30:00.35,21.69,1000
MNST,09:30:00.35,67.88,22442
MNST,09:30:00.35,67.88,22442
MU,09:30:00.35,21.69,90
MSFT,09:30:00.35,37.365,100
ANCX,09:30:00.35,14.83,162
ANCX,09:30:00.35,14.83,162
APWC,09:30:00.35,3.27,270
APWC,09:30:00.35,3.27,270
ARCI,09:30:00.35,2.87,101
ARCI,09:30:00.35,2.87,101
ARDNA,09:30:00.35,126.5,3
ARDNA,09:30:00.35,126.5,3
IDCC,09:30:00.35,29.42,4087
IDCC,09:30:00.35,29.42,4087
IPXL,09:30:00.35,25.12,3805
IPXL,09:30:00.35,25.12,3805
INDB,09:30:00.35,38.96,162
INDB,09:30:00.35,38.96,162
INBK,09:30:00.35,22.5,300
INBK,09:30:00.35,22.5,300
SHI,09:30:00.35,28.39,200
RRC,09:30:00.35,83.02,300
LBTYA,09:30:00.35,87.66,36426
LBTYA,09:30:00.35,87.66,36426
LBTYA,09:30:00.35,87.88,100
LBTYA,09:30:00.35,87.66,100
KRNY,09:30:00.35,11.6,27
KIN,09:30:00.35,11.28,14480
KRNY,09:30:00.35,11.6,27
KIN,09:30:00.35,11.28,14480
CPSS,09:30:00.35,9.41,11186
CPSS,09:30:00.35,9.41,11186
COST,09:30:00.35,118.71,29568
COST,09:30:00.35,118.71,29568
COST,09:30:00.35,118.73,100
COST,09:30:00.35,118.73,3
COWN,09:30:00.35,3.88,1020
COWN,09:30:00.35,3.88,1020
IPDN,09:30:00.35,4.54,100
IPDN,09:30:00.35,4.54,100
SPAR,09:30:00.35,6.69,631
SMRT,09:30:00.35,13.46,1601
SMRT,09:30:00.35,13.46,1601
SODA,09:30:00.35,49.74,100
APOG,09:30:00.35,35.91,1611
APOG,09:30:00.35,35.91,1611
ARRY,09:30:00.35,5.02,21832
ARRY,09:30:00.35,5.02,21832
OXBT,09:30:00.35,4.66,9660
OXBT,09:30:00.35,4.66,9660
ONNN,09:30:00.35,8,527
OSIS,09:30:00.35,53,1999
OSIS,09:30:00.35,53,1999
MFLX,09:30:00.35,13.88,316
MFLX,09:30:00.35,13.88,316
MLNX,09:30:00.35,38.92,59
MGLN,09:30:00.35,59.48,2234
MGLN,09:30:00.35,59.48,2234
JBLU,09:30:00.35,8.56,39659
JBLU,09:30:00.35,8.56,39659
KIRK,09:30:00.35,23.67,4563
KIRK,09:30:00.35,23.67,4563
LAWS,09:30:00.35,12.21,600
LAWS,09:30:00.35,12.21,600
JAKK,09:30:00.35,6.68,1157
JAKK,09:30:00.35,6.68,1157
MSFT,09:30:00.35,37.39,200
UCBA,09:30:00.35,10.95,600
UEPS,09:30:00.35,8.69,368
UEPS,09:30:00.35,8.69,368
TXN,09:30:00.35,43.44,146084
TXN,09:30:00.35,43.44,146084
UACL,09:30:00.35,30.48,130
UACL,09:30:00.35,30.48,130
TRV,09:30:00.35,90.97,32
PKW,09:30:00.35,43.01,226
BEAT,09:30:00.35,7.9,3074
BEAT,09:30:00.35,7.9,3074
MVV,09:30:00.35,126.13,400
MOO,09:30:00.35,53.74,1100
ENS,09:30:00.38,70.05,37
EEP,09:30:00.38,29.7,88
DOW,09:30:00.38,44.19,100
DOW,09:30:00.38,44.19,100
DOW,09:30:00.38,44.19,100
GFN,09:30:00.38,6.07,400
GFN,09:30:00.38,6.07,400
GOOG,09:30:00.38,1115.94,8
GOOG,09:30:00.38,1116,100
GOOG,09:30:00.38,1116,27
GILD,09:30:00.38,75.34,100
DDC,09:30:00.38,14.37,65
DLPH,09:30:00.38,59.86,227
DLPH,09:30:00.38,59.86,227
AEM,09:30:00.38,27,100
ABX,09:30:00.38,17.95,100
ABX,09:30:00.38,17.95,200
ABX,09:30:00.38,17.95,200
FRO,09:30:00.38,3.75,100
FRO,09:30:00.38,3.75,100
FRO,09:30:00.38,3.75,100
FRO,09:30:00.38,3.75,100
FRO,09:30:00.38,3.75,100
PNRA,09:30:00.38,176,1880
PNRA,09:30:00.38,176,1880
PTSX,09:30:00.38,0.54,1917
PTSX,09:30:00.38,0.54,1917
PKT,09:30:00.38,13.44,21
PSCU,09:30:00.38,35.05,28
BAC,09:30:00.38,15.68,100
BAC,09:30:00.38,15.68,500
BAC,09:30:00.38,15.68,200
COF,09:30:00.38,76.62,100
C.PR.N,09:30:00.38,27.13,5
TBT,09:30:00.38,79.46,300
TBT,09:30:00.38,79.45,124
TBT,09:30:00.38,79.45,2500
OLN,09:30:00.38,28.8,10
NOV,09:30:00.38,79.4,100
NOV,09:30:00.38,79.445,100
NOV,09:30:00.38,79.445,100
SPY,09:30:00.38,183.93,300
SPY,09:30:00.38,183.93,1200
SPY,09:30:00.38,183.93,900
SPY,09:30:00.38,183.93,500
SPY,09:30:00.38,183.93,100
SPY,09:30:00.38,183.9201,30
SPY,09:30:00.38,183.93,200
SPY,09:30:00.38,183.93,332
SPY,09:30:00.38,183.93,400
XTLB,09:30:00.38,2.9,366
XTLB,09:30:00.38,2.9,366
XLU,09:30:00.38,37.97,90
XLE,09:30:00.38,87.995,100
PSCU,09:30:00.38,35.05,28
PLUS,09:30:00.38,56.68,212
PLUS,09:30:00.38,56.68,212
PLPC,09:30:00.38,73,73
PLPC,09:30:00.38,73,73
PAYX,09:30:00.38,45.4,30
PAYX,09:30:00.38,45.4,3
PAYX,09:30:00.38,45.4,10
PAYX,09:30:00.38,45.4,132
PRKR,09:30:00.38,4.56,8216
PRKR,09:30:00.38,4.56,8216
VEU,09:30:00.38,50.01,26
RCMT,09:30:00.38,6.93,1865
RCMT,09:30:00.38,6.93,1865
RUSHA,09:30:00.38,29.36,5476
DRTX,09:30:00.38,12.8,2344
DRTX,09:30:00.38,12.8,2344
ELON,09:30:00.38,2.16,5400
CHEF,09:30:00.38,29.13,366
CHEF,09:30:00.38,29.13,366
CALI,09:30:00.38,3.54,2546
CALI,09:30:00.38,3.54,2546
CEVA,09:30:00.38,15.14,388
CEVA,09:30:00.38,15.14,388
BVSN,09:30:00.38,9.73,2300
BVSN,09:30:00.38,9.73,2300
FB,09:30:00.38,54.82,100
FAST,09:30:00.38,47.51,30393
FAST,09:30:00.38,47.51,30393
FLML,09:30:00.38,8.06,100
FLML,09:30:00.38,8.06,100
FB,09:30:00.38,54.82,100
FARO,09:30:00.38,58.18,1212
ELON,09:30:00.38,2.16,5400
ENSG,09:30:00.38,44.29,1036
ENSG,09:30:00.38,44.29,1036
DRWI,09:30:00.38,1.4,5000
DRWI,09:30:00.38,1.4,5000
DRCO,09:30:00.38,11.46,3774
DRCO,09:30:00.38,11.46,3774
RAVN,09:30:00.38,41.02,215
RAVN,09:30:00.38,41.02,215
RCKB,09:30:00.38,14.18,149
RCKB,09:30:00.38,14.18,149
RGLS,09:30:00.38,7.39,949
RGLS,09:30:00.38,7.39,949
ROIA,09:30:00.38,3.78,48
ROIA,09:30:00.38,3.78,48
QQQ,09:30:00.38,87.56,600
QQQ,09:30:00.38,87.56,900
QUMU,09:30:00.38,12.8,600
QUMU,09:30:00.38,12.8,600
RMTI,09:30:00.38,10.5,12058
RMTI,09:30:00.38,10.5,12058
CCXI,09:30:00.38,5.82,50
CKEC,09:30:00.38,27.64,708
CKEC,09:30:00.38,27.64,708
CAC,09:30:00.38,41.92,100
CAC,09:30:00.38,41.92,100
TCK,09:30:00.38,25.8,100
EBND,09:30:00.38,29.51,200
DZZ,09:30:00.38,7.45,1000
DZZ,09:30:00.38,7.45,1000
FARO,09:30:00.38,58.18,1212
HSII,09:30:00.38,20.02,457
HSII,09:30:00.38,20.02,457
HNSN,09:30:00.38,1.71,1330
HNSN,09:30:00.38,1.71,1330
GURE,09:30:00.38,2.36,5989
GURE,09:30:00.38,2.36,5989
HCSG,09:30:00.38,28.34,3308
HCSG,09:30:00.38,28.34,3308
GXC,09:30:00.38,77.2,148
UTX,09:30:00.38,112.95,32
BP,09:30:00.38,48.44,100
BAC,09:30:00.38,15.685,100
BAC,09:30:00.38,15.69,100
RUSHA,09:30:00.38,29.36,5476
SSO,09:30:00.38,101.73,270
SSO,09:30:00.38,101.73,230
SSO,09:30:00.38,101.73,370
SSO,09:30:00.38,101.73,100
AFSI,09:30:00.38,33.86,12964
AFSI,09:30:00.38,33.86,12964
ADNC,09:30:00.38,11.6,1129
ADI,09:30:00.38,49.39,100
ADNC,09:30:00.38,11.6,1129
AFSI,09:30:00.38,33.94,100
AFSI,09:30:00.38,33.94,223
AFFX,09:30:00.38,8.5,5764
AFFX,09:30:00.38,8.5,5764
SPY,09:30:00.38,183.94,500
SPXL,09:30:00.38,63.06,500
SPXS,09:30:00.38,33.6,100
SPXL,09:30:00.38,63.08,100
SPXL,09:30:00.38,63.08,80
SPY,09:30:00.38,183.93,158
MHFI,09:30:00.38,77.38,100
MHFI,09:30:00.38,77.38,100
MHFI,09:30:00.38,77.35,100
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,2400
BAC,09:30:00.38,15.69,500
BAC,09:30:00.38,15.69,500
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,800
BAC,09:30:00.38,15.69,500
BAC,09:30:00.38,15.69,500
BAC,09:30:00.38,15.685,100
BAC,09:30:00.38,15.69,300
BAC,09:30:00.38,15.69,1300
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,700
BAC,09:30:00.38,15.69,300
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,300
BAC,09:30:00.38,15.69,300
BAC,09:30:00.38,15.69,500
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,1000
GS,09:30:00.38,177.05,99
GS,09:30:00.38,177.06,100
HBM,09:30:00.38,8.28,700
GTY,09:30:00.38,18.31,400
HI,09:30:00.38,29.26,3936
HMC,09:30:00.38,41.1,3418
HMN,09:30:00.38,31.3,7923
HYI,09:30:00.38,17.7,8206
IWM,09:30:00.38,115.07,330
IWM,09:30:00.38,115.07,70
IWM,09:30:00.38,115.07,100
IWM,09:30:00.38,115.08,400
IWM,09:30:00.38,115.08,100
IWM,09:30:00.38,115.08,100
IWM,09:30:00.38,115.09,100
IWM,09:30:00.38,115.08,100
IWM,09:30:00.38,115.09,230
DRC,09:30:00.38,59.29,100
DVR,09:30:00.38,1.98,1418
EL,09:30:00.38,75.01,100
DTE,09:30:00.38,66.4,12520
ESI,09:30:00.38,33.48,1558
CRESW,09:30:00.38,0.089,20000
CRESW,09:30:00.38,0.089,20000
IRET,09:30:00.38,8.52,5275
ORLY,09:30:00.38,128.42,4829
ORLY,09:30:00.38,128.42,4829
OIIM,09:30:00.38,2.83,800
OIIM,09:30:00.38,2.83,800
NEOG,09:30:00.38,45.46,1709
NEOG,09:30:00.38,45.46,1709
NEON,09:30:00.38,6.25,4382
NEON,09:30:00.38,6.25,4382
CKH,09:30:00.38,90.18,47
BSAC,09:30:00.38,23.34,100
BSAC,09:30:00.38,23.34,100
CCE,09:30:00.38,43.86,400
CBL,09:30:00.38,17.945,200
CALX,09:30:00.38,9.64,1083
CLI,09:30:00.38,21.11,200
CMA,09:30:00.38,47.15,4
BRP,09:30:00.38,24.27,200
CBL,09:30:00.38,17.945,300
PPL,09:30:00.38,30.13,100
PPL,09:30:00.38,30.13,100
IRF,09:30:00.38,25.91,5064
IGA,09:30:00.38,11.73,9589
IHG,09:30:00.38,33.38,749
IOC,09:30:00.38,51.21,3186
ING,09:30:00.38,13.87,18043
ISD,09:30:00.38,17.33,8595
IRR,09:30:00.38,9.77,9099
ING,09:30:00.38,13.86,200
FLY,09:30:00.38,16.02,1200
FLY,09:30:00.38,16.02,1200
FCX,09:30:00.38,37.69,100
FCX,09:30:00.38,37.69,100
FCX,09:30:00.38,37.71,100
FCX,09:30:00.38,37.69,100
FR,09:30:00.38,17.35,2502
FMD,09:30:00.38,7.34,418
FCN,09:30:00.38,41.04,1437
FLR,09:30:00.38,79.82,15595
JCI,09:30:00.38,50.25,100
JCI,09:30:00.38,50.19,100
JNS,09:30:00.38,12.38,21016
KKD,09:30:00.38,19.31,15643
FMC,09:30:00.38,75.27,11263
EXL,09:30:00.38,11.39,1794
BCPC,09:30:00.38,58.67,499
ARW,09:30:00.38,54.1,100
ATE,09:30:00.38,12.12,200
ATE,09:30:00.38,12.12,200
AT,09:30:00.38,3.52,400
AMT,09:30:00.38,79.51,19543
AMT,09:30:00.38,79.42,90
ANGI,09:30:00.38,15,15378
REDF,09:30:00.38,2.3,900
TQQQ,09:30:00.38,122.42,100
TRMB,09:30:00.38,34.57,11420
TRMB,09:30:00.38,34.57,11420
UIHC,09:30:00.38,13.45,56
TRS,09:30:00.38,39.65,2057
TRS,09:30:00.38,39.65,2057
TSRO,09:30:00.38,28.19,624
PCYC,09:30:00.38,105.61,4633
PDLI,09:30:00.38,8.45,34682
TGE,09:30:00.38,7.29,30
TGE,09:30:00.38,7.29,30
TECUA,09:30:00.38,9.08,482
TECUA,09:30:00.38,9.08,482
VIA,09:30:00.38,87.28,91
VIA,09:30:00.38,87.28,91
VOD,09:30:00.38,39.01,100
VOD,09:30:00.38,39.01,100
URBN,09:30:00.38,38.22,300
URBN,09:30:00.38,38.22,300
VCLK,09:30:00.38,23.33,3385
VCLK,09:30:00.38,23.33,3385
TSRO,09:30:00.38,28.19,624
TQNT,09:30:00.38,8.34,17689
TQNT,09:30:00.38,8.34,17689
TLOG,09:30:00.38,10.22,11169
TLOG,09:30:00.38,10.22,11169
URBN,09:30:00.38,38.22,300
FNGN,09:30:00.38,69.32,1000
FNGN,09:30:00.38,69.32,1000
FAS,09:30:00.38,89.795,2
FLOT,09:30:00.38,50.71,117
EWG,09:30:00.38,31,190
EZU,09:30:00.38,40.53,100
EZU,09:30:00.38,40.54,2200
EZU,09:30:00.38,40.54,1000
EZU,09:30:00.38,40.54,1300
EZU,09:30:00.38,40.54,2000
GILD,09:30:00.38,75.36,100
GARS,09:30:00.38,13.9,311
GARS,09:30:00.38,13.9,311
GOOG,09:30:00.38,1115.97,46
GNVC,09:30:00.38,2.34,1825
GNVC,09:30:00.38,2.34,1825
FTR,09:30:00.38,4.67,65
GOOG,09:30:00.38,1115.89,6
SSYS,09:30:00.38,135,22569
SZYM,09:30:00.38,10.91,500
SSYS,09:30:00.38,135,22569
SSYS,09:30:00.38,134.9,32
SSYS,09:30:00.38,134.8,50
STB,09:30:00.38,6.18,200
SSYS,09:30:00.38,134.76,18
SSYS,09:30:00.38,135,540
SSYS,09:30:00.38,135,342
SZYM,09:30:00.38,10.91,500
SSYS,09:30:00.38,135,278
TCK,09:30:00.38,25.82,100
BCPC,09:30:00.38,58.67,499
BIB,09:30:00.38,151.35,3559
BIB,09:30:00.38,151.35,3559
BMRN,09:30:00.38,69.92,9525
BMRN,09:30:00.38,69.92,9525
BKYF,09:30:00.38,36.8,512
BKYF,09:30:00.38,36.8,512
BLIN,09:30:00.38,1.09,280
BLIN,09:30:00.38,1.09,280
BMRN,09:30:00.38,70,32
BMRN,09:30:00.38,70,32
BMRN,09:30:00.38,70,58
PLMT,09:30:00.38,12.97,109
PCYC,09:30:00.38,105.61,4633
PDLI,09:30:00.38,8.45,34682
PLMT,09:30:00.38,12.97,109
ANGI,09:30:00.38,15,15378
AZPN,09:30:00.38,41.75,1788
AZPN,09:30:00.38,41.75,1788
ARTC,09:30:00.38,39.99,420
ARTC,09:30:00.38,39.99,420
ARTNA,09:30:00.38,22.87,36
ARTNA,09:30:00.38,22.87,36
ALNY,09:30:00.38,64.25,5031
ALNY,09:30:00.38,64.25,5031
ARRS,09:30:00.38,24.34,22349
ARRS,09:30:00.38,24.34,22349
ANAT,09:30:00.38,114.48,376
ANAT,09:30:00.38,114.48,376
REDF,09:30:00.38,2.3,900
QSII,09:30:00.38,21.04,2908
QSII,09:30:00.38,21.04,2908
QQQ,09:30:00.38,87.56,30
QIWI,09:30:00.38,57.1,14071
QIWI,09:30:00.38,57.1,14071
INFN,09:30:00.38,9.77,17332
INFN,09:30:00.38,9.77,17332
IMMU,09:30:00.38,4.73,100
INTU,09:30:00.38,75.85,300
IMMU,09:30:00.38,4.73,100
IRDM,09:30:00.38,6.25,21349
IRDM,09:30:00.38,6.25,21349
CZR,09:30:00.38,21.4,2463
CZR,09:30:00.38,21.4,2463
DAKT,09:30:00.38,15.58,1610
DAKT,09:30:00.38,15.58,1610
DIA,09:30:00.38,164.8,400
DIA,09:30:00.38,164.81,300
DIA,09:30:00.38,164.81,500
FLR,09:30:00.38,79.94,200
FLR,09:30:00.38,79.95,100
INTU,09:30:00.38,75.85,100
INTU,09:30:00.38,75.84,100
IDIX,09:30:00.38,6,100
INCY,09:30:00.38,50.53,11
MYGN,09:30:00.38,20.92,19249
MYGN,09:30:00.38,20.92,19249
MOSY,09:30:00.38,5.48,4038
MOSY,09:30:00.38,5.48,4038
MMSI,09:30:00.38,15.63,897
MMSI,09:30:00.38,15.63,897
FLR,09:30:00.38,79.95,100
FLR,09:30:00.38,80.01,100
FCH,09:30:00.38,8.15,7750
FLR,09:30:00.38,79.84,100
FEI,09:30:00.38,19.77,4109
FEO,09:30:00.38,17.91,1612
FRT,09:30:00.38,101.38,4256
FMC,09:30:00.38,75.3,3
FMC,09:30:00.38,75.3,3
FMC,09:30:00.38,75.17,300
FMC,09:30:00.38,75.15,100
FSD,09:30:00.38,17.15,5295
JLL,09:30:00.38,102.35,3800
JDD,09:30:00.38,11.25,7427
ABX,09:30:00.38,17.95,100
AIG,09:30:00.38,50.77,100
AIG,09:30:00.38,50.77,200
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,600
BAC,09:30:00.38,15.69,200
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,100
BAC,09:30:00.38,15.69,200
BHP,09:30:00.38,67.35,100
BAC,09:30:00.38,15.69,100
BBD,09:30:00.38,12.2,100
BBD,09:30:00.38,12.2,700
GFF,09:30:00.38,13.25,6303
GMT,09:30:00.38,52.02,905
GCA,09:30:00.38,9.92,3799
GG,09:30:00.38,22.15,165
FTK,09:30:00.38,19.99,3187
GIM,09:30:00.38,7.93,5
GIM,09:30:00.38,7.93,5
GAB,09:30:00.38,7.75,30960
ABX,09:30:00.38,17.95,300
ABX,09:30:00.38,17.95,300
ABX,09:30:00.38,17.95,200
A,09:30:00.38,57,1
AGN,09:30:00.38,110.75,164
JHP,09:30:00.38,7.84,1978
JHI,09:30:00.38,18.6,2174
JPG,09:30:00.38,14.12,3924
JPZ,09:30:00.38,12.55,7429
ING,09:30:00.38,13.86,200
ITW,09:30:00.38,83.97,38120
ITC,09:30:00.38,95.88,2361
IM,09:30:00.38,23.43,10190
IDT,09:30:00.38,17.86,1052
IGR,09:30:00.38,7.91,10536
IID,09:30:00.38,9.3,3199
CYH,09:30:00.38,39.25,100
CYH,09:30:00.38,39.25,100
DFT,09:30:00.38,24.675,400
DFT,09:30:00.38,24.675,400
EDE,09:30:00.38,22.58,4156
ELX,09:30:00.38,7.15,3192
EMR,09:30:00.38,69.8,38277
EPB,09:30:00.38,36,6396
ERA,09:30:00.38,30.86,151
AIRM,09:30:00.38,58.01,1178
AIRM,09:30:00.38,58.01,1178
ADI,09:30:00.38,49.38,100
ADI,09:30:00.38,49.38,100
ADI,09:30:00.38,49.38,100
AEZS,09:30:00.38,1.4099,500
ADI,09:30:00.38,49.41,26
ADI,09:30:00.38,49.38,100
ADI,09:30:00.38,49.38,74
ADI,09:30:00.38,49.38,20
ADI,09:30:00.38,49.36,55848
ADI,09:30:00.38,49.36,55848
AKRX,09:30:00.38,24.67,5848
AKRX,09:30:00.38,24.67,5848
AAXJ,09:30:00.38,59.16,2844
AAXJ,09:30:00.38,59.16,2844
KORU,09:30:00.38,50.89,30
KORU,09:30:00.38,50.89,30
SPPI,09:30:00.40,8.84,114
SKYY,09:30:00.40,26.48,1934
SKYY,09:30:00.40,26.48,1934
SPBC,09:30:00.40,19.62,300
SPBC,09:30:00.40,19.62,300
TNA,09:30:00.40,76.81,200
TNA,09:30:00.40,76.82,100
XLF,09:30:00.40,21.8,30
XLY,09:30:00.40,66.7,100
XLK,09:30:00.40,35.61,17
XLK,09:30:00.40,35.61,17
XLY,09:30:00.40,66.7,32
HOG,09:30:00.40,69.19,15865
HTR,09:30:00.40,23.65,10947
HTSI,09:30:00.40,49.36,889
HUSI.PR.D,09:30:00.40,25.13,230
THD,09:30:00.40,63.2,2763
THD,09:30:00.40,63.2,2763
SUMR,09:30:00.40,1.81,100
SUMR,09:30:00.40,1.81,100
SSH,09:30:00.40,9.75,4689
ESEA,09:30:00.40,1.45,180
ESEA,09:30:00.40,1.45,180
ENTA,09:30:00.40,27.39,1777
ENTA,09:30:00.40,27.39,1777
ANGO,09:30:00.40,17.19,3315
ANGO,09:30:00.40,17.19,3315
ALXA,09:30:00.40,4.69,31
ALXA,09:30:00.40,4.69,31
OTEL,09:30:00.40,5.65,211
OTEL,09:30:00.40,5.65,211
OPOF,09:30:00.40,12.93,300
OPOF,09:30:00.40,12.93,300
NSSC,09:30:00.40,6.32,370
NSSC,09:30:00.40,6.32,370
OSTK,09:30:00.40,30.51,6976
OSTK,09:30:00.40,30.51,6976
PSCM,09:30:00.40,43.13,507
PSCM,09:30:00.40,43.13,507
PLUG,09:30:00.40,2.03,544144
PLUG,09:30:00.40,2.03,544144
PLUG,09:30:00.40,2.05,100
CERE,09:30:00.40,1.39,2500
CALL,09:30:00.40,11.93,839
CALL,09:30:00.40,11.93,839
CERE,09:30:00.40,1.39,2500
LUNA,09:30:00.40,1.36,1715
LUNA,09:30:00.40,1.36,1715
LMNR,09:30:00.40,26.52,406
LMNR,09:30:00.40,26.52,406
MBTF,09:30:00.40,4.31,1265
MBTF,09:30:00.40,4.31,1265
LORL,09:30:00.40,80.68,125
LORL,09:30:00.40,80.68,125
MGPI,09:30:00.40,5.16,3
MGPI,09:30:00.40,5.16,3
MMLP,09:30:00.40,42.73,396
MMLP,09:30:00.40,42.73,396
HUSI.PR.H,09:30:00.40,24.2,378
HYB,09:30:00.40,9.61,13293
HYF,09:30:00.40,2.03,37259
HMTV,09:30:00.40,11.85,16
IBCP,09:30:00.40,12.01,500
HMTV,09:30:00.40,11.85,16
IBCP,09:30:00.40,12.01,500
HBOS,09:30:00.40,19.11,400
HBOS,09:30:00.40,19.11,400
GURE,09:30:00.40,2.34,100
LEVYU,09:30:00.40,10.05,100
LEVYU,09:30:00.40,10.05,100
LLTC,09:30:00.40,45.47,1000
JAZZ,09:30:00.40,126.9,43
LIFE,09:30:00.40,75.76,9971
LIFE,09:30:00.40,75.76,9971
DIA,09:30:00.40,164.8,109
DIA,09:30:00.40,164.8,100
DIA,09:30:00.40,164.8,100
AMBC,09:30:00.40,24.57,3383
AMBC,09:30:00.40,24.57,3383
AGIIL,09:30:00.40,20.09,1
AGIIL,09:30:00.40,20.09,1
PLUG,09:30:00.40,2.04,100
PLUG,09:30:00.40,2.05,200
PLUG,09:30:00.40,2.05,100
PLUG,09:30:00.40,2.04,100
PLUG,09:30:00.40,2.04,100
PLUG,09:30:00.40,2.05,500
PLUG,09:30:00.40,2.05,200
PLUG,09:30:00.40,2.04,100
PLUG,09:30:00.40,2.05,100
PLUG,09:30:00.40,2.05,100
PTNR,09:30:00.40,9.12,454
PTNR,09:30:00.40,9.12,454
PSCI,09:30:00.40,45.39,766
PSCI,09:30:00.40,45.39,766
PLUG,09:30:00.40,2.04,100
PBR,09:30:00.40,13.46,200
PBR,09:30:00.40,13.45,300
PBR,09:30:00.40,13.45,500
PPX,09:30:00.40,20.72,100
PPX,09:30:00.40,20.72,100
CADX,09:30:00.40,9.05,4117
CADX,09:30:00.40,9.05,4117
CCBG,09:30:00.40,11.77,302
CCBG,09:30:00.40,11.77,302
BSDM,09:30:00.40,1.22,1000
BSDM,09:30:00.40,1.22,1000
CAVM,09:30:00.40,34.34,3244
CAVM,09:30:00.40,34.34,3244
CRUS,09:30:00.40,20.4,30
CRUS,09:30:00.40,20.4,70
CMRX,09:30:00.40,14.65,100
CMCSA,09:30:00.40,51.841,100
CTRL,09:30:00.40,17.6,300
CTRL,09:30:00.40,17.6,300
CSTE,09:30:00.40,49.7,6439
CSTE,09:30:00.40,49.7,6439
CSTE,09:30:00.40,49.71,100
CSTE,09:30:00.40,49.67,50
CSTE,09:30:00.40,49.65,50
CSTE,09:30:00.40,49.72,50
CSTE,09:30:00.40,49.72,50
CRRC,09:30:00.40,18.08,834
